timestamp,open,high,low,close,volume,SMA20,SMA50,SMA200,RSI,MACD,MACD_Hist,BB_Upper,BB_Lower,BB_Pct,Support,Resistance,Volume_Z,Regime,Reversal_Label,Reversal_Type,Reversal_Strength
2025-09-14 09:30:00,116025.32,116054.89,116025.32,116054.89,0.02515,,,,,0.0,0.0,,,,,,,Range,0,None,0.0
2025-09-14 09:45:00,116059.68,116126.19,115865.35,116125.87,0.0525,,,,,5.662222222221317,4.529777777777054,,,,,,,Range,0,None,0.0
2025-09-14 10:00:00,116104.3,116104.3,116101.96,116101.96,0.00018,,,,,8.126559037656989,5.595291674570181,,,,,,,Range,0,None,0.0
2025-09-14 10:15:00,116101.96,116101.96,116101.96,116101.96,0.0,,,,,9.964696895476663,5.946743625911884,,,,,,,Range,0,None,0.0
2025-09-14 10:30:00,116102.53,116102.53,116102.53,116102.53,6e-05,,,,,11.336745679873275,5.855033928246796,,,,,,,Range,0,None,0.0
2025-09-14 10:45:00,115807.71,115900.0,115807.71,115900.0,0.00932,,,,,-3.873720323012094,-7.484345659710859,,,,,,,Range,0,None,0.0
2025-09-14 11:00:00,115999.99,116126.18,115846.87,116103.32,0.00996,,,,,0.4726521285629133,-2.5103785665086815,,,,,,,Range,0,None,0.0
2025-09-14 11:15:00,115873.32,116096.67,115873.31,116083.75,0.00589,,,,,2.3114037401392125,-0.5373015639459062,,,,,,,Range,0,None,0.0
2025-09-14 11:30:00,115873.58,116051.17,115661.99,115661.99,0.00946,,,,,-29.918992048391374,-26.214157881981194,,,,,,,Range,0,None,0.0
2025-09-14 11:45:00,115900.0,116004.32,115660.01,115660.01,0.03261,,,,,-54.98771818415844,-41.02630721419861,,,,,,,Range,0,None,0.0
2025-09-14 12:00:00,115978.49,115978.63,115663.63,115960.71,0.00499,,,,,-50.01435298357683,-28.842353610893596,,,,,,,Range,0,None,0.0
2025-09-14 12:15:00,115958.54,115958.54,115659.48,115935.15,0.00988,,,,,-47.58685200895707,-21.131882109019067,,,,,,,Range,0,None,0.0
2025-09-14 12:30:00,115933.03,115933.03,115659.21,115659.54,0.01189,,,,,-67.12864637916209,-32.53894118337927,,,,,,,Range,0,None,0.0
2025-09-14 12:45:00,115659.64,115661.11,115658.88,115659.93,0.03511,,,,37.233657426561805,-81.64305910364783,-37.642683126292006,,,,,,,Range,0,None,0.0
2025-09-14 13:00:00,115874.68,115874.68,115658.99,115658.99,0.03514,,,,37.2110452119758,-92.15933050768217,-38.52716362426108,,,,,,,Range,0,None,0.0
2025-09-14 13:15:00,115658.87,115658.87,115555.0,115555.0,0.02011,,,,31.943978795949292,-107.64382427999226,-43.20932591725693,,,,,,,Range,0,None,0.0
2025-09-14 13:30:00,115806.22,115806.22,115139.05,115643.46,0.0236,,,,36.06704834141685,-111.49220174513175,-37.646162705917135,,,,,,,Range,0,None,0.0
2025-09-14 13:45:00,115142.57,115454.95,115142.5,115454.95,0.00377,,,,32.359628985380965,-128.27458065091923,-43.542833289363685,,,,,,,Range,0,None,0.0
2025-09-14 14:00:00,115449.98,115693.88,115157.43,115693.88,0.05532,,,,40.13994450476577,-120.9014065098454,-28.935727318631876,,,,,,,Range,0,None,0.0
2025-09-14 14:15:00,115661.82,115661.82,115661.82,115661.82,0.00814,115838.9855,,,43.7379717948452,-116.3044021941023,-19.470978402311005,116291.59850260297,115386.37249739702,0.3042858921627176,115139.05,116126.19,-0.5662989983171751,Range,0,None,0.0
2025-09-14 14:30:00,115244.84,115244.84,115214.86,115215.08,0.04976,115796.995,,,29.29703524146973,-147.01473326074483,-40.14504757516282,116316.19626836681,115277.79373163318,-0.06039443223092438,115139.05,116126.19,1.6946365237384715,Range,1,Support,0.4140592951706054
2025-09-14 14:45:00,115139.22,115553.64,115139.22,115533.11,0.01081,115767.357,,,38.73329350236962,-144.03023784844845,-29.72844173029314,116275.05886088006,115259.65513911995,0.2693065379020316,115139.05,116126.18,-0.36364154816747235,Range,0,None,0.0
2025-09-14 15:00:00,115512.59,115512.59,115200.0,115491.85,0.03478,115736.85149999999,,,45.876713391108886,-143.34198374653351,-23.232150102702548,116233.08973473367,115240.61326526631,0.25314125066212445,115139.05,116126.18,0.9877338533713289,Range,0,None,0.0
2025-09-14 15:15:00,115487.7,115487.74,115201.69,115466.4,0.04532,115705.07349999998,,,45.36070122637947,-143.19942587469995,-18.471673784695184,116183.96296160115,115226.18403839882,0.2508052284111821,115139.05,116126.18,1.452780897342934,Range,0,None,0.0
